,27
Alpha,0.00028000000000000003
Error,545689.0156497441
Theta_Int,-0.9275987816195519
Theta_Hours Studied,2.4570604790570316
Theta_Previous Scores,0.7010950806675125
Theta_Sleep Hours,-1.319051131759065
Theta_Sample Question Papers Practiced,-0.45021774117587304
Theta_Extracurricular Activities,-0.33665994018829765
